channel_identifier,genre,subscriber_count,total_views,video_count,channel_age_days,collected_video_count,avg_upload_interval_days,std_upload_interval_days,max_gap_days,hiatus_count_30d,avg_view_count,std_view_count,avg_like_count,avg_comment_count,avg_normal_view,regularity_score,cv,outlier_ratio,gap_ratio,sensitive_score,n_sensitive_videos,sensitive_video_ratio,cat_politics,cat_hate,cat_aggro,cat_adult_illegal,is_churned
CH06392,TV+방송,520000,52060000,617,5246,50,2.24,0.59,3.0,0,7799.92,10273.57,225.82,0.68,9747.18,0.8837,0.263,0.0408,1.34,0.0,0,0.0,0,0,0,0,0
CH06393,라이프+취미,520000,455060000,595,2449,50,3.08,2.32,7.0,0,303269.46,400724.72,4221.48,406.14,170898.48,0.7485,0.753,0.1224,2.27,0.0467,3,0.06,0,0,3,0,0
CH06394,라이프+취미,520000,189080000,92,939,50,5.1,8.09,40.0,2,1630632.8,1705729.47,25387.04,1319.24,1079248.91,0.5367,1.586,0.0612,7.84,0.02,2,0.04,0,0,2,0,1
CH06395,게임,520000,495690000,4916,4610,50,1.18,1.12,6.0,0,58725.48,13051.39,388.34,71.22,58725.48,0.6673,0.945,0.102,5.07,0.0667,4,0.08,0,1,3,0,0
CH06396,TV+방송,520000,112990000,74,3272,50,40.73,113.37,804.0,13,1572392.22,3522129.54,57796.26,1291.38,562834.63,0.426,2.783,0.0204,19.74,0.04,3,0.06,0,0,3,0,1
CH06397,BJ+연예인+인물,520000,74890000,315,2145,50,6.41,7.35,49.0,1,122536.88,119904.38,1432.72,131.6,155848.03,0.5878,1.148,0.0408,7.65,0.02,1,0.02,0,0,1,0,0
CH06398,라이프+취미,520000,208070000,3510,2569,50,0.1,0.36,2.0,0,2929.4,2823.39,6.98,0.56,3024.85,0.8421,0.364,0.0816,2.0,0.0533,4,0.08,0,0,4,0,0
CH06399,가수+댄스+음악,520000,62270000,380,7390,50,13.65,17.49,69.0,7,9069.28,16348.63,170.68,18.82,10772.38,0.6299,1.281,0.102,5.05,0.0,0,0.0,0,0,0,0,0
CH06401,BJ+연예인+인물,520000,156310000,568,3765,50,12.63,25.05,148.0,8,193782.62,259419.5,2967.94,210.94,159701.71,0.4431,1.983,0.0816,11.72,0.0,0,0.0,0,0,0,0,0
CH06402,가수+댄스+음악,520000,243690000,3595,4858,50,1.45,1.44,8.0,0,4281.04,7338.87,130.76,13.74,4281.04,0.6601,0.996,0.0612,5.52,0.0,0,0.0,0,0,0,0,0
CH06403,게임,520000,395530000,843,5333,50,2.24,1.25,5.0,0,173470.32,129879.34,2686.12,191.2,179895.15,0.7902,0.559,0.102,2.23,0.1067,6,0.12,0,0,6,0,0
CH06404,만화+애니+영화,520000,178590000,1340,4347,50,1.33,1.79,9.0,0,68107.28,180974.75,596.76,54.76,68107.28,0.5864,1.348,0.0612,6.78,0.1333,9,0.18,4,0,6,0,0
CH06405,라이프+취미,520000,745820000,722,2718,50,4.02,3.41,22.0,0,321015.8,407696.42,3027.66,184.26,285547.92,0.6877,0.848,0.0408,5.47,0.0067,1,0.02,0,0,1,0,0
CH06406,강의+교육,530000,150670000,576,5044,50,0.55,2.42,17.0,0,6914.36,4542.78,65.56,4.82,3401.27,0.4402,2.416,0.0204,17.0,0.0267,2,0.04,0,0,2,0,0
CH06407,IT+기술+컴퓨터,530000,48930000,956,3586,50,4.51,4.06,17.0,0,155478.34,250098.07,1469.12,129.06,131004.66,0.7168,0.899,0.0816,3.77,0.0933,6,0.12,0,1,5,0,0
CH06408,가수+댄스+음악,530000,87120000,370,4867,50,13.02,23.52,113.0,3,110379.72,107823.26,3034.3,125.04,114879.64,0.4975,1.807,0.0612,8.68,0.0,0,0.0,0,0,0,0,1
CH06409,게임,530000,444740000,3162,4429,50,6.41,1.84,14.0,0,14316.8,20213.84,0.0,23.96,14316.8,0.8456,0.287,0.1429,2.18,0.0333,2,0.04,0,0,2,0,1
CH06410,라이프+취미,530000,24530000,68,3851,50,61.37,103.19,573.0,25,307281.08,517561.45,13303.47,547.92,312358.43,0.487,1.682,0.0612,9.34,0.0,0,0.0,0,0,0,0,0
CH06411,BJ+연예인+인물,530000,819640000,1279,3417,50,2.43,0.99,5.0,0,195758.64,75457.64,1950.28,325.42,195758.64,0.8185,0.408,0.1224,2.06,0.0133,1,0.02,0,0,1,0,0
CH06415,TV+방송,530000,807800000,852,3613,50,2.08,5.49,37.0,1,77649.32,351413.43,573.38,8.66,0.0,0.4252,2.638,0.0408,17.77,0.0,0,0.0,0,0,0,0,0
CH06416,TV+방송,530000,217630000,623,4355,50,3.63,1.75,10.0,0,183791.48,136603.51,2058.54,195.16,183791.48,0.801,0.481,0.1224,2.75,0.02,1,0.02,0,0,0,1,1
CH06417,미용+패션,530000,123210000,979,3259,50,1.67,1.62,6.0,0,65159.68,68031.64,1246.44,56.6,68139.9,0.7128,0.969,0.0816,3.59,0.0,0,0.0,0,0,0,0,0
CH06418,TV+방송,530000,749580000,6915,2026,50,0.61,1.1,4.0,0,49102.88,61276.22,1197.14,136.66,54574.73,0.6724,1.103,0.1224,4.0,0.08,5,0.1,0,0,6,0,0
CH06420,BJ+연예인+인물,530000,113290000,308,4461,50,26.84,58.48,342.0,7,247942.0,218260.79,5758.26,632.94,195602.51,0.4267,2.179,0.102,12.74,0.0467,3,0.06,0,0,3,0,0
CH06421,라이프+취미,530000,150090000,254,2728,50,12.82,9.53,50.0,3,457244.66,688040.68,9426.86,1124.24,482767.27,0.7365,0.744,0.0816,3.9,0.0267,3,0.06,0,0,3,0,0
CH06422,라이프+취미,530000,180800000,737,5121,50,15.14,34.75,217.0,3,65568.58,89086.75,2691.66,39.26,53418.91,0.4395,2.295,0.0408,14.33,0.0,0,0.0,0,0,0,0,0
CH06423,가수+댄스+음악,530000,13150000,243,4071,50,13.12,27.12,163.0,6,25551.58,122362.54,678.13,12.38,70241.56,0.4447,2.067,0.0612,12.42,0.0,0,0.0,0,0,0,0,0
CH06424,TV+방송,530000,312160000,437,3303,50,4.24,1.89,8.0,0,1266013.18,1516916.95,11548.58,78.44,1869501.8,0.8031,0.445,0.1429,1.88,0.0,0,0.0,0,0,0,0,0
CH06428,미용+패션,530000,143440000,1210,3528,50,1.45,1.4,7.0,0,53472.9,42270.04,477.36,71.28,57490.03,0.6774,0.967,0.0816,4.83,0.0133,1,0.02,0,0,1,0,0
CH06430,TV+방송,530000,247900000,1329,2979,50,1.57,0.53,3.0,0,82485.06,184186.71,1220.66,65.32,82485.06,0.867,0.34,0.0204,1.91,0.08,7,0.14,0,0,7,0,0
CH06431,BJ+연예인+인물,530000,112400000,717,1139,50,1.27,2.69,13.0,0,100312.9,195546.35,0.0,156.74,118586.61,0.4234,2.123,0.1224,10.27,0.0667,5,0.1,1,0,4,0,0
CH06432,만화+애니+영화,530000,365810000,1115,2511,50,0.88,1.19,6.0,0,265262.24,327654.59,3064.64,398.6,255014.26,0.6182,1.189,0.0816,6.0,0.0533,4,0.08,0,0,4,0,0
CH06433,라이프+취미,530000,365140000,115,3726,50,54.08,147.89,898.0,13,2171686.14,5514197.05,10857.46,1032.74,2465340.36,0.4216,2.735,0.0408,16.6,0.0,0,0.0,0,0,0,0,1
CH06434,BJ+연예인+인물,530000,452670000,1953,4299,50,1.9,1.69,7.0,0,108695.6,190234.75,2433.68,141.78,72405.56,0.714,0.892,0.102,3.69,0.0,0,0.0,0,0,0,0,0
CH06435,게임,530000,802050000,3330,3953,50,1.67,1.45,6.0,0,188572.02,112711.38,2470.2,165.58,188572.02,0.7146,0.865,0.1224,3.59,0.0133,1,0.02,1,0,0,0,0
CH06436,게임,530000,397630000,2016,3289,50,10.92,26.25,117.0,4,30737.38,39191.13,342.06,61.64,26937.4,0.4224,2.404,0.0816,10.72,0.04,2,0.04,0,0,0,2,1
CH06437,만화+애니+영화,530000,106350000,358,4738,50,4.65,8.97,45.0,2,393956.96,630116.54,11617.66,756.22,435906.94,0.4557,1.928,0.0816,9.67,0.0,0,0.0,0,0,0,0,0
CH06442,가수+댄스+음악,540000,94790000,192,3411,50,30.33,105.83,694.0,7,143752.56,162942.71,8848.8,297.64,159704.98,0.3991,3.49,0.0408,22.88,0.0,0,0.0,0,0,0,0,0
CH06443,IT+기술+컴퓨터,540000,102630000,909,4716,50,13.24,13.1,55.0,6,7623.28,9989.37,280.1,20.5,7623.28,0.6817,0.989,0.1224,4.15,0.02,1,0.02,0,0,0,1,0
CH06444,TV+방송,540000,283500000,8862,3212,50,0.24,0.59,2.0,0,8640.4,13980.89,264.62,30.5,5120.81,0.79,0.59,0.0816,2.0,0.0,0,0.0,0,0,0,0,0
CH06445,BJ+연예인+인물,540000,394540000,567,3029,50,23.0,25.49,105.0,10,2232756.42,1570698.65,19148.24,1398.68,2232756.42,0.6557,1.108,0.1224,4.57,0.0,0,0.0,0,0,0,0,0
CH06446,강의+교육,540000,79210000,623,6200,50,4.51,5.31,22.0,0,54466.8,52034.4,689.4,54.52,47947.92,0.6515,1.178,0.0816,4.88,0.0,0,0.0,0,0,0,0,0
CH06447,가수+댄스+음악,540000,413990000,289,1334,50,0.04,0.28,2.0,0,117141.1,82368.07,4401.08,103.28,31473.1,0.8837,0.283,0.0204,2.0,0.0,0,0.0,0,0,0,0,0
CH06448,미용+패션,540000,35750000,252,3361,50,8.98,10.68,62.0,2,58001.42,238925.39,1425.82,92.08,15904.65,0.6046,1.189,0.0408,6.9,0.0,0,0.0,0,0,0,0,0
CH06449,라이프+취미,540000,779400000,3923,2625,50,0.0,0.0,0.0,0,44930.58,17786.06,1883.98,81.54,44930.58,1.0,0.0,0.0,0.0,0.06,4,0.08,1,0,3,0,0
CH06450,스포츠+운동,540000,231480000,550,2154,50,0.31,1.09,7.0,0,94026.28,177359.09,420.72,35.44,128447.09,0.6003,1.092,0.0816,7.0,0.0267,3,0.06,0,0,3,0,0
CH06451,레시피+요리+음식,540000,467850000,2916,4932,50,1.84,1.65,7.0,0,125964.7,77247.91,1906.98,75.62,109150.2,0.7038,0.896,0.1224,3.81,0.08,6,0.12,0,0,6,0,0
CH06452,라이프+취미,540000,142110000,1318,2747,50,0.86,0.67,2.0,0,11399.7,9406.21,323.78,24.62,11399.7,0.7504,0.67,0.1633,2.0,0.0267,2,0.04,0,0,2,0,0
CH06453,만화+애니+영화,540000,213140000,661,2336,50,7.63,21.77,143.0,2,204715.66,672145.39,8715.14,42.36,34831.67,0.4175,2.852,0.0408,18.74,0.0,0,0.0,0,0,0,0,1
CH06454,BJ+연예인+인물,540000,106940000,393,2611,50,2.94,5.39,26.0,0,106044.9,264474.01,0.0,65.66,159641.14,0.4971,1.834,0.0408,8.85,0.0,0,0.0,0,0,0,0,0
CH06455,TV+방송,540000,492710000,5965,1427,50,0.02,0.14,1.0,0,27103.54,41931.06,222.66,3.14,27800.21,0.9319,0.141,0.0204,1.0,0.0533,4,0.08,3,0,1,0,0
CH06456,BJ+연예인+인물,540000,207070000,214,3541,50,3.08,5.55,36.0,1,731923.52,867608.56,5800.5,330.65,707633.23,0.4662,1.802,0.0408,11.68,0.0733,4,0.08,0,0,4,0,0
CH06457,(미분류),540000,120000,206,5032,50,0.43,0.81,3.0,0,597.98,664.17,3.76,0.0,146.19,0.7398,0.808,0.1224,3.0,0.0,0,0.0,0,0,0,0,1
CH06458,레시피+요리+음식,540000,176130000,2194,2820,50,1.16,1.68,9.0,0,25993.1,17067.88,321.24,8.46,26130.29,0.5446,1.446,0.0816,7.74,0.0333,3,0.06,0,0,3,0,0
CH06459,강의+교육,540000,127830000,863,3686,50,8.86,7.35,28.0,0,30330.06,34871.6,724.0,71.94,34491.86,0.7441,0.83,0.0816,3.16,0.0133,1,0.02,0,0,1,0,0
CH06460,스포츠+운동,540000,185600000,509,3426,50,1.92,4.12,26.0,0,297400.54,459773.92,1829.86,128.2,255239.05,0.4465,2.15,0.0408,13.55,0.0,0,0.0,0,0,0,0,0
CH06461,레시피+요리+음식,540000,469460000,413,2032,50,0.2,0.57,3.0,0,1187.72,479.35,8.06,0.4,1447.85,0.8061,0.571,0.0408,3.0,0.0133,1,0.02,0,0,1,0,0
CH06462,(미분류),540000,178080000,397,3222,50,8.22,7.45,37.0,1,278830.04,218312.27,4968.52,244.62,278830.04,0.6951,0.905,0.0816,4.5,0.02,1,0.02,0,0,2,0,1
CH06463,게임,540000,693280000,2465,3912,50,2.37,2.32,11.0,0,219028.54,212239.61,1804.42,122.72,153247.49,0.675,0.979,0.102,4.65,0.0267,2,0.04,0,0,2,0,0
CH06464,BJ+연예인+인물,540000,818190000,1625,2478,50,0.0,0.0,0.0,0,138360.84,147355.65,2057.28,100.64,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
CH06466,BJ+연예인+인물,540000,409210000,495,2176,50,1.92,3.61,20.0,0,547297.64,1781205.23,4612.98,73.08,196576.0,0.4552,1.88,0.0612,10.43,0.0133,1,0.02,0,0,1,0,0
CH06467,라이프+취미,550000,287980000,1119,4645,50,3.88,2.83,10.0,0,66713.04,41524.62,1065.46,80.1,66713.04,0.7647,0.729,0.0816,2.58,0.0,0,0.0,0,0,0,0,0
CH06468,미용+패션,550000,269690000,2934,4677,50,2.27,1.38,6.0,0,24077.6,20650.57,195.68,21.76,26913.76,0.7861,0.61,0.0816,2.65,0.04,2,0.04,0,0,2,0,0
CH06469,TV+방송,550000,261830000,294,2811,50,24.51,52.42,286.0,9,716640.34,1546262.5,14888.08,365.06,177567.59,0.4471,2.139,0.0408,11.67,0.0133,2,0.04,0,0,2,0,1
CH06471,국내+여행+해외,550000,336460000,546,2646,50,10.98,13.97,83.0,3,177271.36,96165.57,1873.24,126.96,177271.36,0.5714,1.272,0.0612,7.56,0.0,0,0.0,0,0,0,0,0
CH06472,어린이+키즈,550000,358950000,2092,2566,50,0.73,0.88,2.0,0,1888.38,1399.98,7.26,0.0,2781.25,0.7666,0.875,0.0,2.0,0.0067,1,0.02,0,0,1,0,0
CH06474,라이프+취미,550000,31910000,111,3731,50,2.35,2.04,10.0,0,89940.84,169820.65,1016.6,6.52,142626.71,0.7072,0.867,0.0816,4.26,0.02,2,0.04,0,0,2,0,0
CH06475,게임,550000,431680000,2519,2920,50,0.63,0.66,2.0,0,104269.34,48400.6,886.68,215.3,101436.27,0.7705,0.661,0.102,2.0,0.02,1,0.02,0,0,1,0,0
CH06477,라이프+취미,550000,972100000,1005,3120,50,1.86,1.11,5.0,0,183120.16,609409.75,2818.64,30.66,78690.8,0.7705,0.596,0.1429,2.69,0.0,0,0.0,0,0,0,0,0
CH06478,BJ+연예인+인물,550000,430650000,1228,5557,50,0.41,0.49,1.0,0,187658.1,199134.4,2916.16,172.34,135386.4,0.8352,0.491,0.0,1.0,0.0067,1,0.02,0,0,1,0,0
CH06479,게임,550000,511980000,2660,5220,50,0.76,1.25,6.0,0,718668.58,929112.06,9437.6,490.06,412778.89,0.5994,1.254,0.1224,6.0,0.0,0,0.0,0,0,0,0,0
CH06480,게임,550000,644030000,1652,4720,50,1.65,4.32,29.0,0,351497.08,328149.78,6262.48,87.62,36245.2,0.4261,2.614,0.0408,17.54,0.0,0,0.0,0,0,0,0,0
CH06481,TV+방송,550000,198820000,592,3364,50,3.41,7.18,51.0,1,124122.7,358583.44,873.52,17.3,36427.6,0.4548,2.107,0.0204,14.96,0.02,1,0.02,0,0,1,0,0
CH06482,BJ+연예인+인물,550000,394300000,966,1723,50,0.82,1.61,7.0,0,158259.8,187223.64,3819.46,192.86,140186.93,0.5588,1.612,0.0612,7.0,0.06,4,0.08,0,0,4,0,0
CH06483,자동차,550000,187820000,2882,6142,50,1.39,0.97,5.0,0,97195.8,65720.28,2802.12,266.12,97195.8,0.7593,0.695,0.0612,3.6,0.04,3,0.06,0,0,3,0,0
CH06485,BJ+연예인+인물,550000,223860000,450,2289,50,0.59,0.78,4.0,0,56036.12,157347.82,262.04,28.88,63772.44,0.7278,0.78,0.0816,4.0,0.0,0,0.0,0,0,0,0,0
CH06486,레시피+요리+음식,550000,110520000,303,3334,50,17.55,41.05,222.0,7,268060.36,1563368.34,7511.5,31.22,32229.0,0.4314,2.339,0.0612,12.65,0.0133,1,0.02,0,0,1,0,0
CH06487,레시피+요리+음식,550000,116280000,370,3972,50,3.96,2.59,13.0,0,83160.76,140804.36,1748.6,103.04,86050.86,0.7576,0.653,0.1224,3.28,0.06,3,0.06,0,0,3,0,0
CH06488,TV+방송,550000,266330000,382,1229,50,11.24,54.28,381.0,2,97613.74,299000.27,592.8,16.3,144091.73,0.3797,4.827,0.0204,33.88,0.0133,1,0.02,0,0,1,0,0
CH06489,반려동물+애완,550000,330830000,1641,3133,50,0.96,0.9,4.0,0,124914.6,68806.33,4843.4,208.64,153336.78,0.7159,0.903,0.0612,4.0,0.02,1,0.02,0,0,1,0,0
CH06490,게임,550000,656530000,7962,4658,50,6.31,4.38,20.0,0,5320.82,3248.34,51.66,15.9,5320.82,0.7595,0.695,0.102,3.17,0.0,0,0.0,0,0,0,0,0
CH06491,게임,550000,526440000,1725,3979,50,4.16,3.72,17.0,0,68221.94,96884.5,478.36,58.28,54874.34,0.7087,0.893,0.0816,4.08,0.1,7,0.14,0,0,7,0,0
CH06493,강의+교육,550000,120930000,2000,3970,50,0.29,0.73,3.0,0,7259.18,7867.85,172.62,4.16,2148.27,0.7648,0.728,0.0816,3.0,0.0,0,0.0,0,0,0,0,0
CH06495,국내+여행+해외,550000,356290000,1143,3543,50,0.9,0.79,3.0,0,135791.36,90389.33,3492.92,167.44,186843.52,0.7734,0.789,0.0204,3.0,0.0533,4,0.08,0,0,4,0,0
CH06496,반려동물+애완,560000,227580000,322,2848,50,19.88,38.54,142.0,7,1079070.96,2457645.93,22384.8,423.72,362878.32,0.5211,1.939,0.102,7.14,0.02,1,0.02,1,0,0,0,1
CH06497,경제+부동산+주식,560000,232390000,4330,4114,50,0.04,0.28,2.0,0,25664.0,17557.8,412.68,14.86,18164.74,0.8837,0.283,0.0204,2.0,0.0267,2,0.04,0,0,2,0,0
CH06500,BJ+연예인+인물,560000,434580000,1689,3394,50,3.47,4.95,31.0,1,88902.24,33797.07,792.44,61.82,88902.24,0.5181,1.427,0.0612,8.94,0.0133,1,0.02,0,0,1,0,0
CH06501,게임,560000,784470000,6075,3635,50,0.41,0.53,2.0,0,226855.12,112777.48,1427.68,174.04,206201.1,0.8204,0.531,0.0204,2.0,0.0333,2,0.04,0,0,1,1,0
CH06502,가수+댄스+음악,560000,113920000,213,3893,50,15.1,25.95,101.0,10,263672.14,432583.83,8192.34,131.96,137468.86,0.5419,1.718,0.1224,6.69,0.0,0,0.0,0,0,0,0,1
CH06503,BJ+연예인+인물,560000,205320000,1066,2419,50,1.49,1.4,7.0,0,87880.66,81020.02,3670.1,541.5,87880.66,0.6907,0.941,0.0612,4.7,0.06,4,0.08,0,0,4,0,0
CH06504,BJ+연예인+인물,560000,215920000,1169,5859,50,2.08,2.14,8.0,0,105253.54,122907.92,1206.1,100.76,126534.66,0.7043,1.026,0.0612,3.84,0.0,0,0.0,0,0,0,0,0
CH06505,만화+애니+영화,560000,410060000,1049,2719,50,2.29,1.75,7.0,0,218343.38,183251.82,2906.02,294.52,222054.8,0.7508,0.765,0.102,3.06,0.4067,17,0.34,2,2,22,1,0
CH06507,반려동물+애완,560000,388500000,1667,3461,50,1.63,2.5,12.0,0,12111.72,15662.33,86.62,7.06,18207.87,0.5489,1.529,0.0816,7.35,0.0,0,0.0,0,0,0,0,0
CH06508,게임,560000,294270000,1812,4524,50,5.65,4.32,20.0,0,157785.2,61396.36,2834.52,130.06,157785.2,0.7435,0.764,0.0816,3.54,0.1,6,0.12,0,0,5,1,0
CH06513,라이프+취미,560000,63330000,313,4163,50,1.37,2.01,10.0,0,9036.5,27490.75,0.0,6.42,9764.85,0.561,1.468,0.0612,7.31,0.02,1,0.02,0,0,1,0,0
CH06515,TV+방송,560000,415540000,429,1165,50,1.8,0.64,3.0,0,496233.34,315165.58,6177.84,500.18,476395.1,0.8322,0.355,0.1224,1.67,0.0,0,0.0,0,0,0,0,0
CH06516,스포츠+운동,560000,278610000,1080,3163,50,19.02,74.28,512.0,3,133964.14,379929.73,1285.32,43.06,143169.67,0.3897,3.906,0.0408,26.92,0.0133,1,0.02,0,0,1,0,0
CH06517,가수+댄스+음악,560000,103560000,998,4087,50,3.45,4.76,20.0,0,29132.56,75002.49,1144.86,55.86,33130.74,0.5996,1.379,0.102,5.8,0.0,0,0.0,0,0,0,0,1
CH06519,BJ+연예인+인물,560000,112360000,263,1971,50,2.2,1.26,5.0,0,442272.7,303669.12,8874.96,262.92,302887.18,0.7874,0.572,0.102,2.27,0.0133,1,0.02,1,0,0,0,0
CH06520,BJ+연예인+인물,560000,46890000,157,1661,50,13.47,49.0,348.0,2,230284.24,470753.72,8393.66,195.13,212843.15,0.4017,3.638,0.0204,25.84,0.0,0,0.0,0,0,0,0,1
CH06521,TV+방송,570000,188930000,532,3485,50,8.12,19.82,124.0,3,29735.58,120497.42,82.69,10.48,32822.7,0.427,2.44,0.0612,15.27,0.0,0,0.0,0,0,0,0,0
CH06522,게임,570000,313840000,422,3780,50,14.63,22.52,133.0,5,543688.16,427321.41,8540.16,390.5,546743.06,0.5046,1.539,0.0612,9.09,0.0133,1,0.02,0,0,1,0,1
CH06523,미용+패션,570000,276280000,758,3568,50,19.37,32.37,190.0,6,56114.46,67035.96,339.14,37.35,54799.47,0.4742,1.671,0.0612,9.81,0.0133,1,0.02,0,0,1,0,0
CH06524,미용+패션,570000,239290000,322,2554,50,0.57,1.73,11.0,0,2572.36,9571.61,110.68,1.5,39115.33,0.4712,1.726,0.0408,11.0,0.0,0,0.0,0,0,0,0,1
CH06525,가수+댄스+음악,570000,1123790000,255,2617,50,10.24,34.32,228.0,3,56434.78,82966.6,964.06,38.58,65254.95,0.4027,3.35,0.0408,22.25,0.0,0,0.0,0,0,0,0,0
CH06526,경제+부동산+주식,570000,248740000,3540,3400,50,0.14,0.35,1.0,0,30267.3,17479.42,352.06,19.76,23568.04,0.8275,0.35,0.1429,1.0,0.0,0,0.0,0,0,0,0,0
CH06528,BJ+연예인+인물,570000,65600000,267,2116,50,5.57,14.94,90.0,2,120654.16,309385.97,1612.64,50.94,130793.57,0.4236,2.681,0.0408,16.15,0.0267,2,0.04,0,0,2,0,0
CH06529,TV+방송,570000,375180000,556,1195,50,1.27,0.75,3.0,0,356499.6,952433.89,3496.06,110.1,412858.9,0.7588,0.593,0.1837,2.37,0.06,3,0.06,0,0,3,0,0
CH06530,IT+기술+컴퓨터,570000,94620000,836,4442,50,4.33,5.54,24.0,0,59302.76,69753.31,1107.74,39.94,61342.51,0.6159,1.28,0.102,5.55,0.0267,2,0.04,0,0,2,0,0
CH06531,IT+기술+컴퓨터,570000,240320000,1339,3636,50,0.78,1.17,6.0,0,80317.88,72625.98,1139.34,263.16,123668.21,0.6207,1.165,0.0816,6.0,0.04,3,0.06,0,0,3,0,0
CH06532,게임,570000,707110000,5593,4477,50,0.63,0.83,3.0,0,191372.9,132354.9,688.42,154.78,196014.17,0.731,0.825,0.1429,3.0,0.0267,2,0.04,0,0,2,0,0
CH06533,가수+댄스+음악,570000,35600000,186,4733,50,16.98,35.04,236.0,8,6072.34,4546.32,227.66,10.2,4020.6,0.4571,2.064,0.0204,13.9,0.0,0,0.0,0,0,0,0,0
CH06534,만화+애니+영화,570000,506700000,1298,2804,50,1.43,2.35,9.0,0,66404.42,110639.81,2885.74,117.16,199529.14,0.5643,1.643,0.102,6.3,0.0,0,0.0,0,0,0,0,0
CH06535,자동차,570000,500100000,477,2547,50,4.14,5.6,23.0,0,382825.9,752794.38,421.7,32.34,637693.65,0.6214,1.351,0.0612,5.55,0.0,0,0.0,0,0,0,0,0
CH06536,가수+댄스+음악,570000,404950000,2852,405,50,4.31,18.65,126.0,2,108215.6,88154.19,5073.78,193.74,95231.39,0.3815,4.331,0.0408,29.26,0.0,0,0.0,0,0,0,0,0
CH06537,TV+방송,570000,532530000,1326,5741,50,8.57,34.47,247.0,1,183803.82,379268.08,5612.78,37.78,13744.0,0.3934,4.022,0.0204,28.82,0.0133,1,0.02,0,0,1,0,1
CH06539,IT+기술+컴퓨터,570000,274510000,12054,4926,50,0.02,0.14,1.0,0,2064.66,3318.33,97.92,2.42,2064.66,0.9319,0.141,0.0204,1.0,0.0133,2,0.04,0,0,2,0,0
CH06540,게임,570000,27010000,136,1501,50,9.73,19.27,96.0,7,6954.76,6473.57,1567.94,39.88,23891.33,0.4412,1.979,0.102,9.86,0.0,0,0.0,0,0,0,0,0
CH06541,BJ+연예인+인물,570000,172840000,310,1327,50,5.84,18.82,118.0,3,296902.72,591004.49,7726.06,337.08,438307.94,0.4061,3.224,0.0408,20.22,0.0,0,0.0,0,0,0,0,1
CH06542,게임,580000,656750000,3054,4262,50,0.41,0.57,2.0,0,120024.82,80323.16,496.12,63.6,140728.87,0.8065,0.569,0.0408,2.0,0.02,2,0.04,0,0,2,0,0
CH06544,TV+방송,580000,304060000,680,2189,50,4.9,9.98,62.0,1,86891.82,195885.77,1442.82,275.98,119527.62,0.4524,2.038,0.0408,12.66,0.02,1,0.02,0,0,1,0,1
CH06545,TV+방송,580000,212680000,734,3508,50,12.41,47.01,309.0,3,221325.74,486549.51,2125.74,162.3,240982.06,0.3922,3.788,0.0408,24.9,0.0,0,0.0,0,0,0,0,0
CH06546,게임,580000,574360000,2815,3169,50,0.78,1.09,5.0,0,146961.94,175096.4,3634.8,209.46,134444.36,0.6634,1.093,0.0612,5.0,0.0267,2,0.04,0,0,2,0,0
CH06547,스포츠+운동,580000,586500000,1385,2621,50,0.8,0.97,3.0,0,99362.64,116880.1,1578.3,196.5,123045.16,0.7173,0.968,0.1224,3.0,0.0267,2,0.04,0,0,2,0,0
CH06548,라이프+취미,580000,159660000,121,1825,50,25.22,69.31,411.0,5,720792.08,1604399.65,23985.9,521.76,1141909.0,0.4212,2.748,0.0408,16.29,0.0,0,0.0,0,0,0,0,0
CH06549,라이프+취미,580000,1103710000,570,1752,50,2.1,0.95,4.0,0,2210784.78,2918634.26,19882.6,2833.86,0.0,0.8196,0.453,0.0816,1.9,0.0533,4,0.08,0,0,4,0,0
CH06550,어린이+키즈,580000,1024280000,359,4757,50,17.65,14.38,62.0,12,217784.54,186299.61,84.94,4.34,217784.54,0.7303,0.815,0.102,3.51,0.0,0,0.0,0,0,0,0,0
CH06551,강의+교육,580000,1075480000,926,1490,50,3.71,23.59,167.0,1,158735.14,425632.44,2576.08,52.8,84116.0,0.3619,6.35,0.0204,44.96,0.0467,4,0.08,0,0,4,0,1
CH06552,미용+패션,580000,89600000,580,5525,50,4.47,5.68,36.0,1,29373.36,37863.74,432.3,31.62,48694.52,0.5697,1.271,0.0204,8.05,0.0,0,0.0,0,0,0,0,0
CH06553,TV+방송,580000,526490000,2685,4753,50,0.0,0.0,0.0,0,93794.76,48844.95,1960.4,528.87,94103.03,1.0,0.0,0.0,0.0,0.0133,1,0.02,0,0,1,0,0
CH06555,게임,580000,296240000,3680,5355,50,10.84,20.37,109.0,5,39679.62,21365.05,542.84,149.32,39492.54,0.4553,1.879,0.0612,10.06,0.0267,2,0.04,0,0,2,0,0
CH06557,라이프+취미,580000,538130000,2172,2241,50,1.45,1.82,8.0,0,88338.7,165352.47,1113.68,25.92,72261.54,0.6313,1.255,0.0612,5.52,0.0133,1,0.02,0,0,1,0,0
CH06559,TV+방송,580000,264820000,1083,3008,50,2.06,0.82,4.0,0,37677.26,40400.39,615.6,58.48,39579.81,0.8457,0.397,0.0408,1.94,0.0,0,0.0,0,0,0,0,0
CH06561,TV+방송,580000,30560000,750,4159,50,1.14,1.96,6.0,0,3847.86,1974.53,113.94,1.6,3847.86,0.5893,1.714,0.102,5.25,0.0,0,0.0,0,0,0,0,0
